record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk,hour,day_name,month,date,is_weekend,energy_per_vehicle,veh_z,energy_z,demand_score
145,2024-01-07 00:00:00,North,Supercharger,6,17.6,312.58,377.07,13.8,Medium,0,Sunday,January,2024-01-07,1,52.096666666666664,-0.9353311119720685,1.3512749635858918,-0.020688681748884274
146,2024-01-07 01:00:00,South,Normal,22,103.6,109.9,332.79,13.2,Medium,1,Sunday,January,2024-01-07,1,4.995454545454546,1.371585526232549,-0.6963585024173005,0.5444079147726091
147,2024-01-07 02:00:00,North,Fast,15,80.7,45.73,284.18,51.0,Low,2,Sunday,January,2024-01-07,1,3.0486666666666666,0.36230949701802884,-1.3446545331723079,-0.3204761150581058
148,2024-01-07 03:00:00,Central,Fast,1,89.6,276.69,275.71,21.5,High,3,Sunday,January,2024-01-07,1,276.69,-1.6562425614110114,0.988685832468591,-0.5982712038591704
149,2024-01-07 04:00:00,West,Normal,14,41.7,338.42,455.95,27.0,Low,4,Sunday,January,2024-01-07,1,24.172857142857143,0.21812720713024025,1.6123310557583932,0.7758087465815015
150,2024-01-07 05:00:00,South,Fast,18,101.3,293.31,177.7,45.3,High,5,Sunday,January,2024-01-07,1,16.295,0.7948563666813946,1.1565942013504396,0.9395515005490126
151,2024-01-07 06:00:00,East,Supercharger,3,118.4,84.52,350.88,37.2,Low,6,Sunday,January,2024-01-07,1,28.173333333333332,-1.3678779816354343,-0.9527673112152136,-1.201833713467346
152,2024-01-07 07:00:00,North,Fast,4,81.1,173.69,397.9,65.2,Low,7,Sunday,January,2024-01-07,1,43.4225,-1.2236956917476458,-0.05190153184130066,-0.7549780277851078
153,2024-01-07 08:00:00,East,Fast,13,25.6,25.12,435.17,61.1,Low,8,Sunday,January,2024-01-07,1,1.9323076923076923,0.07394491724245165,-1.5528730339337335,-0.5767822632280225
154,2024-01-07 09:00:00,North,Normal,3,84.0,328.92,491.14,79.0,Medium,9,Sunday,January,2024-01-07,1,109.64,-1.3678779816354343,1.516354551283209,-0.21418496846797686
155,2024-01-07 10:00:00,East,Normal,2,109.7,120.54,341.21,39.5,Low,10,Sunday,January,2024-01-07,1,60.27,-1.512060271523223,-0.5888648174050942,-1.1427820898759715
156,2024-01-07 11:00:00,South,Fast,17,102.5,118.61,412.88,35.5,Low,11,Sunday,January,2024-01-07,1,6.977058823529411,0.650674076793606,-0.6083632019984738,0.14705916527677404
157,2024-01-07 12:00:00,South,Fast,10,70.4,226.12,408.52,15.7,Low,12,Sunday,January,2024-01-07,1,22.612000000000002,-0.35860195242091414,0.4777877449622685,-0.024046073467641066
158,2024-01-07 13:00:00,West,Normal,18,35.2,63.4,165.05,40.8,Low,13,Sunday,January,2024-01-07,1,3.522222222222222,0.7948563666813946,-1.1661382348484652,0.010458526069450635
159,2024-01-07 14:00:00,South,Normal,3,30.2,266.4,414.89,32.7,High,14,Sunday,January,2024-01-07,1,88.8,-1.3678779816354343,0.8847281239370491,-0.46683553940644085
160,2024-01-07 15:00:00,North,Normal,9,76.6,41.59,130.76,25.2,Low,15,Sunday,January,2024-01-07,1,4.621111111111111,-0.5027842423087028,-1.3864800835435986,-0.8562625788026611
161,2024-01-07 16:00:00,North,Fast,8,25.8,42.97,203.51,50.0,Medium,16,Sunday,January,2024-01-07,1,5.37125,-0.6469665321964914,-1.372538233419835,-0.937195212685829
162,2024-01-07 17:00:00,South,Normal,15,61.9,99.9,60.55,62.9,Medium,17,Sunday,January,2024-01-07,1,6.66,0.36230949701802884,-0.7973864018648628,-0.10156886253512784
163,2024-01-07 18:00:00,South,Fast,5,112.7,31.35,393.85,8.8,Medium,18,Sunday,January,2024-01-07,1,6.2700000000000005,-1.0795134018598571,-1.4899326525779024,-1.2436811021470753
164,2024-01-07 19:00:00,South,Normal,16,72.5,212.77,447.61,55.5,Low,19,Sunday,January,2024-01-07,1,13.298125,0.5064917869058174,0.34291549919977293,0.4410612718233996
165,2024-01-07 20:00:00,West,Fast,5,46.6,213.95,106.71,44.3,Low,20,Sunday,January,2024-01-07,1,42.79,-1.0795134018598571,0.35483679133458507,-0.5057733245820802
166,2024-01-07 21:00:00,East,Normal,13,35.5,61.52,187.26,57.0,High,21,Sunday,January,2024-01-07,1,4.7323076923076925,0.07394491724245165,-1.1851314799446069,-0.4296856416323718
167,2024-01-07 22:00:00,North,Supercharger,2,92.0,62.1,300.23,6.6,Medium,22,Sunday,January,2024-01-07,1,31.05,-1.512060271523223,-1.1792718617766484,-1.378944907624593
168,2024-01-07 23:00:00,East,Normal,13,23.1,211.6,87.79,47.9,Low,23,Sunday,January,2024-01-07,1,16.276923076923076,0.07394491724245165,0.33109523496440796,0.1768050443312342
169,2024-01-08 00:00:00,East,Normal,24,28.9,263.36,252.49,78.6,Low,0,Monday,January,2024-01-08,0,10.973333333333334,1.659950106008126,0.8540156425049906,1.3375763206068718
170,2024-01-08 01:00:00,Central,Supercharger,9,77.9,161.09,195.65,56.8,Low,1,Monday,January,2024-01-08,0,17.89888888888889,-0.5027842423087028,-0.1791966851452291,-0.3733492194433133
171,2024-01-08 02:00:00,East,Normal,24,16.7,237.22,58.34,65.5,Medium,2,Monday,January,2024-01-08,0,9.884166666666667,1.659950106008126,0.5899287133490626,1.2319415489445007
172,2024-01-08 03:00:00,West,Fast,3,28.5,141.62,334.66,49.4,Medium,3,Monday,January,2024-01-08,0,47.20666666666667,-1.3678779816354343,-0.37589800536963286,-0.9710859911291136
173,2024-01-08 04:00:00,Central,Normal,15,110.4,286.26,280.5,44.2,Low,4,Monday,January,2024-01-08,0,19.084,0.36230949701802884,1.085369532239908,0.6515335111067805
174,2024-01-08 05:00:00,North,Normal,16,83.2,185.08,412.99,62.6,Medium,5,Monday,January,2024-01-08,0,11.5675,0.5064917869058174,0.06316924562947294,0.32916277039527964
175,2024-01-08 06:00:00,South,Normal,14,25.3,162.15,208.42,62.7,High,6,Monday,January,2024-01-08,0,11.582142857142857,0.21812720713024025,-0.16848772780378748,0.06348123315662914
176,2024-01-08 07:00:00,Central,Normal,21,99.7,258.41,214.29,6.4,High,7,Monday,January,2024-01-08,0,12.305238095238096,1.2274032363447605,0.8040068322784474,1.0580446747182353
177,2024-01-08 08:00:00,South,Fast,18,110.2,89.2,350.94,18.7,Medium,8,Monday,January,2024-01-08,0,4.955555555555556,0.7948563666813946,-0.9054862542737544,0.11471931829933496
178,2024-01-08 09:00:00,Central,Normal,16,29.1,287.44,461.93,29.5,Low,9,Monday,January,2024-01-08,0,17.965,0.5064917869058174,1.0972908243747204,0.7428114018933786
179,2024-01-08 10:00:00,West,Fast,1,70.8,159.82,159.54,64.6,Low,10,Monday,January,2024-01-08,0,159.82,-1.6562425614110114,-0.1920272283750696,-1.0705564281966347
180,2024-01-08 11:00:00,East,Normal,15,65.2,132.86,193.08,78.4,Low,11,Monday,January,2024-01-08,0,8.857333333333335,0.36230949701802884,-0.46439844528569735,0.031626320096538346
181,2024-01-08 12:00:00,Central,Fast,7,60.5,139.23,115.53,38.2,Medium,12,Monday,January,2024-01-08,0,19.889999999999997,-0.79114882208428,-0.40004367333760044,-0.6347067625856082
182,2024-01-08 13:00:00,South,Fast,14,82.5,219.79,410.95,49.3,High,13,Monday,January,2024-01-08,0,15.699285714285713,0.21812720713024025,0.41383708461196145,0.29641115812292873
183,2024-01-08 14:00:00,North,Supercharger,7,85.1,233.88,101.17,6.3,Medium,14,Monday,January,2024-01-08,0,33.41142857142857,-0.79114882208428,0.5561853949335768,-0.25221513527713724
184,2024-01-08 15:00:00,East,Fast,17,29.8,89.4,410.74,19.8,Medium,15,Monday,January,2024-01-08,0,5.258823529411765,0.650674076793606,-0.9034656962848032,0.029018167562242292
185,2024-01-08 16:00:00,Central,Normal,18,56.5,189.13,212.96,20.4,Low,16,Monday,January,2024-01-08,0,10.507222222222222,0.7948563666813946,0.1040855449057355,0.5185480379711309
186,2024-01-08 17:00:00,North,Normal,5,79.9,206.86,66.3,76.7,Medium,17,Monday,January,2024-01-08,0,41.372,-1.0795134018598571,0.28320801062626366,-0.5344248368654088
187,2024-01-08 18:00:00,North,Fast,24,93.1,189.7,98.06,75.3,High,18,Monday,January,2024-01-08,0,7.904166666666666,1.659950106008126,0.10984413517424649,1.0399077176745741
188,2024-01-08 19:00:00,Central,Fast,10,80.9,60.56,250.58,5.2,Low,19,Monday,January,2024-01-08,0,6.056,-0.35860195242091414,-1.1948301582915728,-0.6930932347691776
189,2024-01-08 20:00:00,South,Normal,20,76.5,72.21,480.43,13.7,High,20,Monday,January,2024-01-08,0,3.6104999999999996,1.0832209464569718,-1.0771326554351628,0.21907950570011792
190,2024-01-08 21:00:00,North,Normal,3,77.6,252.57,172.58,70.1,Low,21,Monday,January,2024-01-08,0,84.19,-1.3678779816354343,0.7450065390010707,-0.5227241733808322
191,2024-01-08 22:00:00,East,Fast,3,116.5,64.41,293.66,80.6,High,22,Monday,January,2024-01-08,0,21.47,-1.3678779816354343,-1.1559344170042614,-1.2831005557829651
192,2024-01-08 23:00:00,North,Fast,15,76.3,82.91,136.23,35.9,Low,23,Monday,January,2024-01-08,0,5.527333333333333,0.36230949701802884,-0.9690328030262712,-0.1702274229996912
193,2024-01-09 00:00:00,West,Normal,14,22.7,177.82,472.5,70.2,Low,0,Tuesday,January,2024-01-09,0,12.70142857142857,0.21812720713024025,-0.01017700936945748,0.12680552053036115
194,2024-01-09 01:00:00,North,Normal,24,90.9,277.13,221.45,54.0,Medium,1,Tuesday,January,2024-01-09,0,11.547083333333333,1.659950106008126,0.9931310600442838,1.3932224876225892
195,2024-01-09 02:00:00,South,Normal,8,46.0,112.42,215.24,65.0,Low,2,Tuesday,January,2024-01-09,0,14.0525,-0.6469665321964914,-0.6708994717565148,-0.6565397080205007
196,2024-01-09 03:00:00,West,Fast,20,108.5,210.63,399.47,35.9,Medium,3,Tuesday,January,2024-01-09,0,10.5315,1.0832209464569718,0.32129552871799444,0.7784507793613809
197,2024-01-09 04:00:00,East,Normal,13,22.0,60.75,292.01,28.3,Low,4,Tuesday,January,2024-01-09,0,4.673076923076923,0.07394491724245165,-1.1929106282020692,-0.4327973009353567
198,2024-01-09 05:00:00,North,Supercharger,17,96.0,34.83,135.0,64.6,Low,5,Tuesday,January,2024-01-09,0,2.0488235294117647,0.650674076793606,-1.4547749435701505,-0.19150553135189657
199,2024-01-09 06:00:00,North,Supercharger,15,63.6,320.75,216.17,34.9,Medium,6,Tuesday,January,2024-01-09,0,21.383333333333333,0.36230949701802884,1.4338147574345506,0.7909116011846375
200,2024-01-09 07:00:00,Central,Normal,6,106.4,245.81,417.5,76.3,Medium,7,Tuesday,January,2024-01-09,0,40.968333333333334,-0.9353311119720685,0.6767116789745187,-0.2905139955934336
201,2024-01-09 08:00:00,Central,Supercharger,8,38.0,268.86,71.69,35.4,Medium,8,Tuesday,January,2024-01-09,0,33.6075,-0.6469665321964914,0.9095809872011499,-0.02434752443743482
202,2024-01-09 09:00:00,West,Normal,23,95.9,203.02,313.36,51.1,Low,9,Tuesday,January,2024-01-09,0,8.826956521739131,1.5157678161203376,0.2444132972383997,1.0072260085675624
203,2024-01-09 10:00:00,South,Normal,23,42.5,112.33,101.29,70.6,Low,10,Tuesday,January,2024-01-09,0,4.883913043478261,1.5157678161203376,-0.6718087228515429,0.6407372005315853
204,2024-01-09 11:00:00,East,Normal,14,92.9,139.47,207.37,50.9,Medium,11,Tuesday,January,2024-01-09,0,9.962142857142856,0.21812720713024025,-0.39761900375085885,-0.02817127722219942
205,2024-01-09 12:00:00,Central,Normal,19,51.6,157.8,176.12,11.1,High,12,Tuesday,January,2024-01-09,0,8.305263157894737,0.9390386565691832,-0.212434864063477,0.47844924831611907
206,2024-01-09 13:00:00,North,Normal,9,46.4,11.83,423.05,5.4,Low,13,Tuesday,January,2024-01-09,0,1.3144444444444445,-0.5027842423087028,-1.6871391122995438,-0.9765261903050392
207,2024-01-09 14:00:00,Central,Fast,12,73.9,209.18,485.61,37.7,High,14,Tuesday,January,2024-01-09,0,17.43166666666667,-0.07023737264533694,0.306646483298098,0.08051616973203704
208,2024-01-09 15:00:00,East,Supercharger,13,73.3,95.58,395.43,41.9,Low,15,Tuesday,January,2024-01-09,0,7.352307692307692,0.07394491724245165,-0.8410304544262097,-0.29204523142501293
209,2024-01-09 16:00:00,East,Normal,18,35.0,196.34,340.11,78.5,Medium,16,Tuesday,January,2024-01-09,0,10.907777777777778,0.7948563666813946,0.176926660407428,0.5476844841718079
210,2024-01-09 17:00:00,North,Normal,9,87.8,339.52,219.19,24.5,High,17,Tuesday,January,2024-01-09,0,37.724444444444444,-0.5027842423087028,1.6234441246976248,0.34770710449382836
211,2024-01-09 18:00:00,West,Supercharger,17,67.0,265.2,492.21,68.1,Low,18,Tuesday,January,2024-01-09,0,15.6,0.650674076793606,0.8726047760033419,0.7394463564775003
212,2024-01-09 19:00:00,South,Normal,1,57.7,291.98,450.94,36.9,Low,19,Tuesday,January,2024-01-09,0,291.98,-1.6562425614110114,1.143157490723914,-0.5364825405570413
213,2024-01-09 20:00:00,North,Fast,18,25.3,159.02,175.78,22.6,High,20,Tuesday,January,2024-01-09,0,8.834444444444445,0.7948563666813946,-0.20010946033087443,0.39687003587648695
214,2024-01-09 21:00:00,West,Fast,1,119.6,143.39,276.75,23.5,Low,21,Tuesday,January,2024-01-09,0,143.39,-1.6562425614110114,-0.3580160671674145,-1.1369519637135725
215,2024-01-09 22:00:00,South,Fast,4,97.5,332.23,249.45,48.4,Low,22,Tuesday,January,2024-01-09,0,83.0575,-1.2236956917476458,1.5497947860003523,-0.11429950064844652
216,2024-01-09 23:00:00,East,Normal,23,30.4,348.05,87.88,11.3,Low,23,Tuesday,January,2024-01-09,0,15.132608695652175,1.5157678161203376,1.7096209229263957,1.593309058842761
217,2024-01-10 00:00:00,North,Normal,11,110.9,81.25,383.45,57.6,Low,0,Wednesday,January,2024-01-10,0,7.386363636363637,-0.21441966253312553,-0.9858034343345665,-0.522973171253702
218,2024-01-10 01:00:00,South,Normal,13,119.3,188.56,429.59,48.9,High,1,Wednesday,January,2024-01-10,0,14.504615384615384,0.07394491724245165,0.09832695463722452,0.08369773220036081
219,2024-01-10 02:00:00,West,Fast,6,68.2,316.4,134.53,23.3,High,2,Wednesday,January,2024-01-10,0,52.73333333333333,-0.9353311119720685,1.3898676211748606,-0.005251618713296824
220,2024-01-10 03:00:00,West,Fast,11,66.3,266.14,138.28,34.7,Medium,3,Wednesday,January,2024-01-10,0,24.19454545454545,-0.21441966253312553,0.8821013985514127,0.22418876190068976
221,2024-01-10 04:00:00,Central,Supercharger,11,93.3,241.15,491.94,55.0,High,4,Wednesday,January,2024-01-10,0,21.922727272727272,-0.21441966253312553,0.6296326778319546,0.12320127361290656
222,2024-01-10 05:00:00,West,Fast,12,78.8,237.05,438.11,45.3,High,5,Wednesday,January,2024-01-10,0,19.754166666666666,-0.07023737264533694,0.5882112390584542,0.19314207203617953
223,2024-01-10 06:00:00,South,Normal,5,56.2,145.25,79.84,54.1,High,6,Wednesday,January,2024-01-10,0,29.05,-1.0795134018598571,-0.3392248778701678,-0.7833979922639814
224,2024-01-10 07:00:00,Central,Supercharger,3,38.9,242.2,426.4,9.1,Low,7,Wednesday,January,2024-01-10,0,80.73333333333333,-1.3678779816354343,0.6402406072739485,-0.5646305460716812
225,2024-01-10 08:00:00,West,Normal,5,75.8,22.86,157.2,70.9,High,8,Wednesday,January,2024-01-10,0,4.572,-1.0795134018598571,-1.575705339208883,-1.2779901767994675
226,2024-01-10 09:00:00,Central,Normal,23,118.8,33.26,487.26,24.3,High,9,Wednesday,January,2024-01-10,0,1.4460869565217391,1.5157678161203376,-1.4706363237834181,0.3212061601588352
227,2024-01-10 10:00:00,North,Normal,18,110.3,14.8,188.36,83.3,Low,10,Wednesday,January,2024-01-10,0,0.8222222222222223,0.7948563666813946,-1.657133826163618,-0.1859397104566105
228,2024-01-10 11:00:00,South,Normal,2,48.2,39.49,356.4,55.0,Low,11,Wednesday,January,2024-01-10,0,19.745,-1.512060271523223,-1.4076959424275866,-1.4703145398849684
229,2024-01-10 12:00:00,East,Fast,16,25.4,266.81,109.91,14.1,Low,12,Wednesday,January,2024-01-10,0,16.675625,0.5064917869058174,0.8888702678143995,0.6594431792692502
230,2024-01-10 13:00:00,East,Supercharger,10,111.6,294.28,169.28,46.3,Low,13,Wednesday,January,2024-01-10,0,29.427999999999997,-0.35860195242091414,1.1663939075968528,0.25139639158619265
231,2024-01-10 14:00:00,North,Fast,15,74.9,81.66,366.95,28.6,Low,14,Wednesday,January,2024-01-10,0,5.444,0.36230949701802884,-0.9816612904572165,-0.17527881797206932
232,2024-01-10 15:00:00,Central,Normal,11,23.1,267.61,336.31,36.5,Low,15,Wednesday,January,2024-01-10,0,24.328181818181818,-0.21441966253312553,0.8969524997702046,0.23012920238820656
233,2024-01-10 16:00:00,West,Supercharger,5,47.5,62.74,432.04,45.1,High,16,Wednesday,January,2024-01-10,0,12.548,-1.0795134018598571,-1.1728060762120043,-1.116830471600716
234,2024-01-10 17:00:00,South,Normal,5,102.5,94.11,415.94,40.5,Medium,17,Wednesday,January,2024-01-10,0,18.822,-1.0795134018598571,-0.8558815556450013,-0.9900606633739149
235,2024-01-10 18:00:00,North,Normal,15,22.8,286.4,304.3,37.4,Low,18,Wednesday,January,2024-01-10,0,19.09333333333333,0.36230949701802884,1.0867839228321738,0.6520992673436868
236,2024-01-10 19:00:00,Central,Normal,7,60.7,309.01,116.96,56.6,High,19,Wednesday,January,2024-01-10,0,44.144285714285715,-0.79114882208428,1.3152080034831122,0.05139390814267697
237,2024-01-10 20:00:00,South,Supercharger,1,26.2,94.88,352.69,10.0,Low,20,Wednesday,January,2024-01-10,0,94.88,-1.6562425614110114,-0.8481024073875392,-1.3329864998016225
238,2024-01-10 21:00:00,North,Fast,5,109.4,22.65,402.76,18.4,Medium,21,Wednesday,January,2024-01-10,0,4.529999999999999,-1.0795134018598571,-1.5778269250972814,-1.2788388111548268
239,2024-01-10 22:00:00,East,Supercharger,20,24.5,311.38,346.13,34.1,Medium,22,Wednesday,January,2024-01-10,0,15.568999999999999,1.0832209464569718,1.3391516156521845,1.185593214135057
240,2024-01-10 23:00:00,Central,Fast,2,116.5,334.18,149.69,65.6,Low,23,Wednesday,January,2024-01-10,0,167.09,-1.512060271523223,1.5694952263926267,-0.279438072356883
241,2024-01-11 00:00:00,Central,Fast,10,75.9,168.81,100.57,75.9,Low,0,Thursday,January,2024-01-11,0,16.881,-0.35860195242091414,-0.10120314677171102,-0.2556424301612329
242,2024-01-11 01:00:00,Central,Fast,2,62.0,18.89,111.01,9.8,Low,1,Thursday,January,2024-01-11,0,9.445,-1.512060271523223,-1.615813415289565,-1.5535615290297597
243,2024-01-11 02:00:00,Central,Normal,3,54.1,145.64,58.9,36.5,High,2,Thursday,January,2024-01-11,0,48.54666666666666,-1.3678779816354343,-0.335284789791713,-0.9548407048979457
244,2024-01-11 03:00:00,West,Normal,21,91.5,34.06,107.43,38.8,Medium,3,Thursday,January,2024-01-11,0,1.621904761904762,1.2274032363447605,-1.462554091827613,0.15142030507581106
245,2024-01-11 04:00:00,South,Supercharger,15,74.4,71.32,470.18,20.4,Low,4,Thursday,January,2024-01-11,0,4.754666666666666,0.36230949701802884,-1.0861241384859959,-0.2170639571835811
246,2024-01-11 05:00:00,East,Fast,20,55.9,308.25,92.25,51.6,Low,5,Thursday,January,2024-01-11,0,15.4125,1.0832209464569718,1.3075298831250977,1.1729445211242222
247,2024-01-11 06:00:00,North,Normal,24,72.2,77.78,173.67,67.7,Low,6,Thursday,January,2024-01-11,0,3.2408333333333332,1.659950106008126,-1.0208601154428707,0.5876260174277272
248,2024-01-11 07:00:00,East,Fast,12,73.2,306.47,388.45,30.8,Low,7,Thursday,January,2024-01-11,0,25.53916666666667,-0.07023737264533694,1.2895469170234317,0.4736763432221705
249,2024-01-11 08:00:00,South,Fast,12,48.3,10.55,153.87,53.9,Low,8,Thursday,January,2024-01-11,0,0.8791666666666668,-0.07023737264533694,-1.7000706834288317,-0.7221706969587349
250,2024-01-11 09:00:00,East,Fast,10,110.2,342.79,191.53,20.0,Low,9,Thursday,January,2024-01-11,0,34.279,-0.35860195242091414,1.656480247816978,0.4474309276742428
251,2024-01-11 10:00:00,North,Fast,24,97.8,106.27,344.65,47.4,Low,10,Thursday,January,2024-01-11,0,4.4279166666666665,1.659950106008126,-0.7330316299167656,0.7027574116381694
252,2024-01-11 11:00:00,East,Fast,4,60.1,41.88,76.45,64.3,Low,11,Thursday,January,2024-01-11,0,10.47,-1.2236956917476458,-1.3835502744596193,-1.2876375248324352
253,2024-01-11 12:00:00,Central,Normal,20,81.4,40.83,183.21,77.4,Low,12,Thursday,January,2024-01-11,0,2.0415,1.0832209464569718,-1.3941582039016132,0.09226928631353781
254,2024-01-11 13:00:00,East,Fast,24,71.0,131.06,396.74,72.4,Low,13,Thursday,January,2024-01-11,0,5.460833333333333,1.659950106008126,-0.48258346718625866,0.8029366767303722
255,2024-01-11 14:00:00,Central,Supercharger,10,104.2,213.34,358.07,51.5,Medium,14,Thursday,January,2024-01-11,0,21.334,-0.35860195242091414,0.3486740894682839,-0.07569153566523493
256,2024-01-11 15:00:00,North,Supercharger,1,51.0,83.25,418.22,70.5,Low,15,Thursday,January,2024-01-11,0,83.25,-1.6562425614110114,-0.9655978544450541,-1.3799846786246284
257,2024-01-11 16:00:00,West,Normal,14,62.9,61.12,325.62,34.0,Low,16,Thursday,January,2024-01-11,0,4.365714285714286,0.21812720713024025,-1.1891725959225095,-0.34479271409085965
258,2024-01-11 17:00:00,West,Normal,22,84.7,109.87,369.19,10.0,High,17,Thursday,January,2024-01-11,0,4.994090909090909,1.371585526232549,-0.6966615861156432,0.5442866812932721
